field_timestamp,vr
2022-08-05 09:44:35.592,377
2022-08-05 09:44:50.594,376
2022-08-05 09:45:05.595,377
2022-08-05 09:45:20.595,377
2022-08-05 09:45:35.596,377
2022-08-05 09:45:50.597,378
2022-08-05 09:46:05.599,376
2022-08-05 09:46:20.599,377
2022-08-05 09:46:35.6,377
2022-08-05 09:46:50.6,377
2022-08-05 09:47:05.6,377
2022-08-05 09:47:20.601,378
2022-08-05 09:47:35.601,378
2022-08-05 09:47:50.601,377
2022-08-05 09:48:05.602,378
2022-08-05 09:48:20.601,379
2022-08-05 09:48:35.603,379
2022-08-05 09:48:50.603,379
2022-08-05 09:49:05.603,378
2022-08-05 09:49:20.603,377
2022-08-05 09:49:35.603,378
2022-08-05 09:49:50.603,378
2022-08-05 09:50:05.604,379
2022-08-05 09:50:20.604,377
2022-08-05 09:50:35.603,378
2022-08-05 09:50:50.604,378
2022-08-05 09:51:05.604,379
2022-08-05 09:51:20.604,377
2022-08-05 09:51:35.604,377
2022-08-05 09:51:50.604,378
2022-08-05 09:52:05.605,377
2022-08-05 09:52:20.607,376
2022-08-05 09:52:35.607,376
2022-08-05 09:52:50.608,378
2022-08-05 09:53:05.61,377
2022-08-05 09:53:20.608,378
2022-08-05 09:53:35.61,378
2022-08-05 09:53:50.609,378
2022-08-05 09:54:05.61,378
2022-08-05 09:54:20.61,378
2022-08-05 09:54:35.61,378
2022-08-05 09:54:50.61,376
2022-08-05 09:55:05.611,379
2022-08-05 09:55:20.611,379
2022-08-05 09:55:35.611,379
2022-08-05 09:55:50.612,379
2022-08-05 09:56:05.613,379
2022-08-05 09:56:20.614,379
2022-08-05 09:56:35.612,381
2022-08-05 09:56:50.615,379
2022-08-05 09:57:05.613,378
2022-08-05 09:57:20.616,379
2022-08-05 09:57:35.615,378
2022-08-05 09:57:50.617,377
2022-08-05 09:58:05.618,377
2022-08-05 09:58:20.618,377
2022-08-05 09:58:35.618,376
2022-08-05 09:58:50.62,379
2022-08-05 09:59:05.62,379
2022-08-05 09:59:20.621,380
2022-08-05 09:59:35.621,380
2022-08-05 09:59:50.62,382
2022-08-05 10:00:05.621,382
2022-08-05 10:00:20.622,381
2022-08-05 10:00:35.623,382
2022-08-05 10:00:50.623,375
2022-08-05 10:01:05.623,382
2022-08-05 10:01:20.623,382
2022-08-05 10:01:35.624,381
2022-08-05 10:01:50.624,381
2022-08-05 10:02:05.625,382
2022-08-05 10:02:20.626,382
2022-08-05 10:02:35.624,381
2022-08-05 10:02:50.625,379
2022-08-05 10:03:05.624,379
2022-08-05 10:03:20.625,379
2022-08-05 10:03:35.625,379
2022-08-05 10:03:50.626,380
2022-08-05 10:04:05.626,380
2022-08-05 10:04:20.626,378
2022-08-05 10:04:35.627,380
2022-08-05 10:04:50.628,380
2022-08-05 10:05:05.628,378
2022-08-05 10:05:20.628,382
2022-08-05 10:05:35.63,382
2022-08-05 10:05:50.632,382
2022-08-05 10:06:05.631,381
2022-08-05 10:06:20.631,382
2022-08-05 10:06:35.631,383
2022-08-05 10:06:50.631,381
2022-08-05 10:07:05.632,381
2022-08-05 10:07:20.632,381
2022-08-05 10:07:35.631,381
2022-08-05 10:07:50.632,382
2022-08-05 10:08:05.633,383
2022-08-05 10:08:20.633,382
2022-08-05 10:08:35.635,384
2022-08-05 10:08:50.635,384
2022-08-05 10:09:05.636,384
2022-08-05 10:09:20.638,383
2022-08-05 10:09:35.636,382
2022-08-05 10:09:50.637,380
2022-08-05 10:10:05.637,382
2022-08-05 10:10:20.638,380
2022-08-05 10:10:35.639,379
2022-08-05 10:10:50.639,381
2022-08-05 10:11:05.64,381
2022-08-05 10:11:20.642,382
2022-08-05 10:11:35.642,383
2022-08-05 10:11:50.644,383
2022-08-05 10:12:05.644,382
2022-08-05 10:12:20.645,383
2022-08-05 10:12:35.644,383
2022-08-05 10:12:50.644,383
2022-08-05 10:13:05.646,383
2022-08-05 10:13:20.644,383
2022-08-05 10:13:35.647,382
2022-08-05 10:13:50.647,383
2022-08-05 10:14:05.648,382
2022-08-05 10:14:20.649,383
2022-08-05 10:14:35.65,383
2022-08-05 10:14:50.649,385
2022-08-05 10:15:05.65,384
2022-08-05 10:15:20.65,383
2022-08-05 10:15:35.65,382
2022-08-05 10:15:50.651,382
2022-08-05 10:16:05.652,381
2022-08-05 10:16:20.653,382
2022-08-05 10:16:35.653,382
2022-08-05 10:16:50.654,382
2022-08-05 10:17:05.655,382
2022-08-05 10:17:20.656,383
2022-08-05 10:17:35.655,384
2022-08-05 10:17:50.655,384
2022-08-05 10:18:05.656,384
2022-08-05 10:18:20.656,384
2022-08-05 10:18:35.656,382
2022-08-05 10:18:50.656,382
2022-08-05 10:19:05.657,381
2022-08-05 10:19:20.656,382
2022-08-05 10:19:35.657,383
2022-08-05 10:19:50.657,383
2022-08-05 10:20:05.658,383
2022-08-05 10:20:20.658,383
2022-08-05 10:20:35.658,383
2022-08-05 10:20:50.658,383
2022-08-05 10:21:05.659,382
2022-08-05 10:21:20.659,380
2022-08-05 10:21:35.66,381
2022-08-05 10:21:50.66,381
2022-08-05 10:22:05.66,381
2022-08-05 10:22:20.66,381
2022-08-05 10:22:35.66,381
2022-08-05 10:22:50.66,380
2022-08-05 10:23:05.66,379
2022-08-05 10:23:20.661,381
2022-08-05 10:23:35.66,382
2022-08-05 10:23:50.661,382
2022-08-05 10:24:05.664,382
2022-08-05 10:24:20.663,383
2022-08-05 10:24:35.663,383
2022-08-05 10:24:50.663,384
2022-08-05 10:25:05.664,383
2022-08-05 10:25:20.663,384
2022-08-05 10:25:35.665,384
2022-08-05 10:25:50.664,384
2022-08-05 10:26:05.664,385
2022-08-05 10:26:20.665,385
2022-08-05 10:26:35.665,386
2022-08-05 10:26:50.666,386
2022-08-05 10:27:05.666,385
2022-08-05 10:27:20.667,382
2022-08-05 10:27:35.667,382
2022-08-05 10:27:50.668,382
2022-08-05 10:28:05.667,381
2022-08-05 10:28:20.668,383
2022-08-05 10:28:35.668,382
2022-08-05 10:28:50.668,383
2022-08-05 10:29:05.669,383
2022-08-05 10:29:20.67,383
2022-08-05 10:29:35.67,382
2022-08-05 10:29:50.671,383
2022-08-05 10:30:05.671,384
2022-08-05 10:30:20.672,384
2022-08-05 10:30:35.672,383
2022-08-05 10:30:50.673,384
2022-08-05 10:31:05.674,384
2022-08-05 10:31:20.674,383
2022-08-05 10:31:35.675,383
2022-08-05 10:31:50.675,383
2022-08-05 10:32:05.675,381
2022-08-05 10:32:20.676,382
2022-08-05 10:32:35.675,383
2022-08-05 10:32:50.677,384
2022-08-05 10:33:05.677,384
2022-08-05 10:33:20.678,378
2022-08-05 10:33:35.681,377
2022-08-05 10:33:50.68,376
2022-08-05 10:34:05.68,376
2022-08-05 10:34:20.682,375
2022-08-05 10:34:35.682,376
2022-08-05 10:34:50.682,376
2022-08-05 10:35:05.681,378
2022-08-05 10:35:20.683,378
2022-08-05 10:35:35.684,379
2022-08-05 10:35:50.686,378
2022-08-05 10:36:05.685,379
2022-08-05 10:36:20.686,380
2022-08-05 10:36:35.685,381
2022-08-05 10:36:50.686,381
2022-08-05 10:37:05.687,381
2022-08-05 10:37:20.688,380
2022-08-05 10:37:35.69,379
2022-08-05 10:37:50.69,380
2022-08-05 10:38:05.691,380
2022-08-05 10:38:20.691,380
2022-08-05 10:38:35.691,380
2022-08-05 10:38:50.692,380
2022-08-05 10:39:05.693,379
2022-08-05 10:39:20.694,380
2022-08-05 10:39:35.694,380
2022-08-05 10:39:50.695,378
2022-08-05 10:40:05.697,378
2022-08-05 10:40:20.696,378
2022-08-05 10:40:35.696,379
2022-08-05 10:40:50.696,379
2022-08-05 10:41:05.694,378
2022-08-05 10:41:20.696,378
2022-08-05 10:41:35.696,378
2022-08-05 10:41:50.694,380
2022-08-05 10:42:05.697,380
2022-08-05 10:42:20.698,380
2022-08-05 10:42:35.698,381
2022-08-05 10:42:50.7,382
2022-08-05 10:43:05.7,381
2022-08-05 10:43:20.7,380
2022-08-05 10:43:35.701,380
2022-08-05 10:43:50.702,381
2022-08-05 10:44:05.704,381
2022-08-05 10:44:20.704,382
2022-08-05 10:44:35.703,382
2022-08-05 10:44:50.704,381
2022-08-05 10:45:05.704,382
2022-08-05 10:45:20.705,383
2022-08-05 10:45:35.705,383
2022-08-05 10:45:50.705,383
2022-08-05 10:46:05.706,381
2022-08-05 10:46:20.706,382
2022-08-05 10:46:35.706,381
2022-08-05 10:46:50.706,381
2022-08-05 10:47:05.706,380
2022-08-05 10:47:20.708,380
2022-08-05 10:47:35.708,382
2022-08-05 10:47:50.708,382
2022-08-05 10:48:05.709,381
2022-08-05 10:48:20.71,382
2022-08-05 10:48:35.71,382
2022-08-05 10:48:50.71,383
2022-08-05 10:49:05.711,383
2022-08-05 10:49:20.71,383
2022-08-08 02:24:43.753,386
2022-08-08 02:24:58.754,386
2022-08-08 02:25:13.754,386
2022-08-08 02:25:28.754,385
2022-08-08 02:25:43.752,385
2022-08-08 02:25:58.755,385
2022-08-08 02:26:13.758,384
2022-08-08 02:26:28.759,385
2022-08-08 02:26:43.754,386
2022-08-08 02:26:58.758,386
2022-08-08 02:27:13.756,386
2022-08-08 02:27:28.759,387
2022-08-08 02:27:43.757,387
2022-08-08 02:27:58.76,387
2022-08-08 02:28:13.762,388
2022-08-08 02:28:28.762,388
2022-08-08 02:28:43.762,388
2022-08-08 02:28:58.763,388
2022-08-08 02:29:13.763,387
2022-08-08 02:29:28.763,388
2022-08-08 02:29:43.765,389
2022-08-08 02:29:58.766,387
2022-08-08 02:30:13.767,386
2022-08-08 02:30:28.768,386
2022-08-08 02:30:43.765,385
2022-08-08 02:30:58.771,386
2022-08-08 02:31:13.787,385
2022-08-08 02:31:28.783,386
2022-08-08 02:31:43.781,385
2022-08-08 02:31:58.782,385
2022-08-08 02:32:13.778,385
2022-08-08 02:32:28.784,385
2022-08-08 02:32:43.78,384
2022-08-08 02:32:58.781,385
2022-08-08 02:33:13.781,385
2022-08-08 02:33:28.781,385
2022-08-08 02:33:43.78,385
2022-08-08 02:33:58.784,385
2022-08-08 02:34:13.777,385
2022-08-08 02:34:28.781,386
2022-08-08 02:34:43.779,388
2022-08-08 02:34:58.784,387
2022-08-08 02:35:13.781,387
2022-08-08 02:35:28.782,387
2022-08-08 02:35:43.783,387
2022-08-08 02:35:58.782,387
2022-08-08 02:36:13.781,387
2022-08-08 02:36:28.785,386
2022-08-08 02:36:43.782,385
2022-08-08 02:36:58.785,385
2022-08-08 02:37:13.782,385
2022-08-08 02:37:28.784,385
2022-08-08 02:37:43.784,386
2022-08-08 02:37:58.784,385
2022-08-08 02:38:13.787,384
2022-08-08 02:38:28.787,383
2022-08-08 02:38:43.784,384
2022-08-08 02:38:58.787,384
2022-08-08 02:39:13.796,384
2022-08-08 02:39:28.795,383
2022-08-08 02:39:43.793,385
2022-08-08 02:39:58.793,384
2022-08-08 02:40:13.797,385
2022-08-08 02:40:28.798,384
2022-08-08 02:40:43.797,386
2022-08-08 02:40:58.799,385
2022-08-08 02:41:13.797,385
2022-08-08 02:41:28.8,386
2022-08-08 02:41:43.8,384
2022-08-08 02:41:58.796,383
2022-08-08 02:42:13.795,383
2022-08-08 02:42:28.799,383
2022-08-08 02:42:43.794,383
2022-08-08 02:42:58.799,383
2022-08-08 02:43:13.796,384
2022-08-08 02:43:28.799,383
2022-08-08 02:43:43.801,383
2022-08-08 02:43:58.797,383
2022-08-08 02:44:13.799,383
2022-08-08 02:44:28.8,382
2022-08-08 02:44:43.8,382
2022-08-08 02:44:58.801,382
2022-08-08 02:45:13.802,383
2022-08-08 02:45:28.802,384
2022-08-08 02:45:43.802,384
2022-08-08 02:45:58.802,383
2022-08-08 02:46:13.808,384
2022-08-08 02:46:28.805,384
2022-08-08 02:46:43.802,386
2022-08-08 02:46:58.805,386
2022-08-08 02:47:13.805,386
2022-08-08 02:47:28.809,386
2022-08-08 02:47:43.808,386
2022-08-08 02:47:58.809,386
2022-08-08 02:48:13.81,386
2022-08-08 02:48:28.81,386
2022-08-08 02:48:43.806,384
2022-08-08 02:48:58.811,384
2022-08-08 02:49:13.803,379
2022-08-08 02:49:28.808,383
2022-08-08 02:49:43.822,382
2022-08-08 02:49:58.825,382
2022-08-08 02:50:13.822,383
2022-08-08 02:50:28.827,383
2022-08-08 02:50:43.819,383
2022-08-08 02:50:58.825,383
2022-08-08 02:51:13.825,382
2022-08-08 02:51:28.822,382
2022-08-08 02:51:43.822,382
2022-08-08 02:51:58.823,383
2022-08-08 02:52:13.827,383
2022-08-08 02:52:28.825,383
2022-08-08 02:52:43.825,383
2022-08-08 02:52:58.827,382
2022-08-08 02:53:13.826,383
2022-08-08 02:53:28.826,383
2022-08-08 02:53:43.828,383
2022-08-08 02:53:58.827,383
2022-08-08 02:54:13.826,383
2022-08-08 02:54:28.827,383
2022-08-08 02:54:43.824,383
2022-08-08 02:54:58.828,382
2022-08-08 02:55:13.829,382
2022-08-08 02:55:28.83,381
2022-08-08 02:55:43.83,381
2022-08-08 02:55:58.828,381
2022-08-08 02:56:13.83,382
2022-08-08 02:56:28.83,381
2022-08-08 02:56:43.829,381
2022-08-08 02:56:58.83,381
2022-08-08 02:57:13.83,382
2022-08-08 02:57:28.831,382
2022-08-08 02:57:43.828,381
2022-08-08 02:57:58.832,381
2022-08-08 02:58:13.835,381
2022-08-08 02:58:28.836,382
2022-08-08 02:58:43.83,382
2022-08-08 02:58:58.836,382
2022-08-08 02:59:13.836,377
2022-08-08 02:59:28.835,382
2022-08-08 02:59:43.834,381
2022-08-08 02:59:58.836,382
2022-08-08 03:00:13.84,382
2022-08-08 03:00:28.836,383
2022-08-08 03:00:43.838,383
2022-08-08 03:00:58.838,383
2022-08-08 03:01:13.843,381
2022-08-08 03:01:28.842,382
2022-08-08 03:01:43.844,381
2022-08-08 03:01:58.842,381
2022-08-08 03:02:13.843,381
2022-08-08 03:02:28.843,381
2022-08-08 03:02:43.839,380
2022-08-08 03:02:58.846,381
2022-08-08 03:03:13.84,381
2022-08-08 03:03:28.844,381
2022-08-08 03:03:43.85,381
2022-08-08 03:03:58.848,382
2022-08-08 03:04:13.849,382
2022-08-08 03:04:28.848,381
2022-08-08 03:04:43.848,381
2022-08-08 03:04:58.85,381
2022-08-08 03:05:13.851,382
2022-08-08 03:05:28.847,383
2022-08-08 03:05:43.847,382
2022-08-08 03:05:58.848,382
2022-08-08 03:06:13.85,379
2022-08-08 03:06:28.849,380
2022-08-08 03:06:43.846,380
2022-08-08 03:06:58.851,379
2022-08-08 03:07:13.85,377
2022-08-08 03:07:28.856,377
2022-08-08 03:07:43.856,377
2022-08-08 03:07:58.854,378
2022-08-08 03:08:13.854,378
2022-08-08 03:08:28.854,377
2022-08-08 03:08:43.856,376
2022-08-08 03:08:58.854,378
2022-08-08 03:09:13.859,378
2022-08-08 03:09:28.858,378
2022-08-08 03:09:43.857,378
2022-08-08 03:09:58.858,378
2022-08-08 03:10:13.861,377
2022-08-08 03:10:28.859,378
2022-08-08 03:10:43.856,378
2022-08-08 03:10:58.861,380
2022-08-08 03:11:13.868,380
2022-08-08 03:11:28.865,380
2022-08-08 03:11:43.866,381
2022-08-08 03:11:58.868,382
2022-08-08 03:12:13.869,382
2022-08-08 03:12:28.869,382
2022-08-08 03:12:43.871,382
2022-08-08 03:12:58.869,382
2022-08-08 03:13:13.866,381
2022-08-08 03:13:28.87,380
2022-08-08 03:13:43.872,380
2022-08-08 03:13:58.872,381
2022-08-08 03:14:13.873,380
2022-08-08 03:14:28.877,380
2022-08-08 03:14:43.869,380
2022-08-08 03:14:58.874,380
2022-08-08 03:15:13.871,379
2022-08-08 03:15:28.877,380
2022-08-08 03:15:43.879,380
2022-08-08 03:15:58.875,380
2022-08-08 03:16:13.875,378
2022-08-08 03:16:28.876,378
2022-08-08 03:16:43.879,379
2022-08-08 03:16:58.876,379
2022-08-08 03:17:13.879,379
2022-08-08 03:17:28.878,381
2022-08-08 03:17:43.88,381
2022-08-08 03:17:58.88,381
2022-08-08 03:18:13.88,381
2022-08-08 03:18:28.879,381
2022-08-08 03:18:43.876,381
2022-08-08 03:18:58.879,381
2022-08-08 03:19:13.877,381
2022-08-08 03:19:28.88,380
2022-08-08 03:19:43.891,379
2022-08-08 03:19:58.883,379
2022-08-08 03:20:13.886,379
2022-08-08 03:20:28.887,379
2022-08-08 03:20:43.888,379
2022-08-08 03:20:58.887,379
2022-08-08 03:21:13.892,379
2022-08-08 03:21:28.89,379
2022-08-08 03:21:43.89,379
2022-08-08 03:21:58.893,379
2022-08-08 03:22:13.893,379
2022-08-08 03:22:28.893,379
2022-08-08 03:22:43.885,379
2022-08-08 03:22:58.89,378
2022-08-08 03:23:13.892,379
2022-08-08 03:23:28.892,380
2022-08-08 03:23:43.89,380
2022-08-08 03:23:58.893,380
2022-08-08 03:24:13.895,380
2022-08-08 03:24:28.894,380
2022-08-08 03:24:43.898,380
2022-08-08 03:24:58.898,379
2022-08-08 03:25:13.9,378
2022-08-08 03:25:28.9,378
2022-08-08 03:25:43.901,379
2022-08-08 03:25:58.902,377
2022-08-08 03:26:13.904,376
2022-08-08 03:26:28.906,376
2022-08-08 03:26:43.899,376
2022-08-08 03:26:58.903,376
2022-08-08 03:27:13.907,376
2022-08-08 03:27:28.907,376
2022-08-08 03:27:43.908,376
2022-08-08 03:27:58.905,375
2022-08-08 03:28:13.908,377
2022-08-08 03:28:28.908,376
2022-08-08 03:28:43.91,377
2022-08-08 03:28:58.908,377
2022-08-08 03:29:13.911,377
2022-08-08 03:29:28.909,377
2022-08-08 03:29:43.91,378
2022-08-08 03:29:58.91,378
2022-08-08 03:30:13.919,379
2022-08-08 03:30:28.918,379
2022-08-08 03:30:43.914,379
2022-08-08 03:30:58.917,379
2022-08-08 03:31:13.921,379
2022-08-08 03:31:28.918,375
2022-08-08 03:31:43.921,377
2022-08-08 03:31:58.922,377
2022-08-08 03:32:13.919,378
2022-08-08 03:32:28.921,378
2022-08-08 03:32:43.922,378
2022-08-08 03:32:58.921,377
2022-08-08 03:33:13.92,378
2022-08-08 03:33:28.921,378
2022-08-08 03:33:43.929,379
2022-08-08 03:33:58.928,379
2022-08-08 03:34:13.924,379
2022-08-08 03:34:28.926,378
2022-08-08 03:34:43.921,379
2022-08-08 03:34:58.927,379
2022-08-08 03:35:13.932,380
2022-08-08 03:35:28.928,381
2022-08-08 03:35:43.929,380
2022-08-08 03:35:58.928,380
2022-08-08 03:36:13.928,380
2022-08-08 03:36:28.929,380
2022-08-08 03:36:43.934,380
2022-08-08 03:36:58.93,379
2022-08-08 03:37:13.934,379
2022-08-08 03:37:28.933,381
2022-08-08 03:37:43.931,381
2022-08-08 03:37:58.934,378
2022-08-08 03:38:13.932,378
2022-08-08 03:38:28.935,378
2022-08-08 03:38:43.93,378
2022-08-08 03:38:58.933,378
2022-08-08 03:39:13.934,378
2022-08-08 03:39:28.936,378
2022-08-08 03:39:43.937,378
2022-08-08 03:39:58.937,378
2022-08-08 03:40:13.934,379
2022-08-08 03:40:28.936,379
2022-08-08 03:40:43.938,380
2022-08-08 03:40:58.936,379
2022-08-08 03:41:13.938,379
2022-08-08 03:41:28.939,379
2022-08-08 03:41:43.937,379
2022-08-08 03:41:58.941,379
2022-08-08 03:42:13.939,380
2022-08-08 03:42:28.942,380
2022-08-08 03:42:43.939,378
2022-08-08 03:42:58.945,379
2022-08-08 03:43:13.946,379
2022-08-08 03:43:28.944,379
2022-08-08 03:43:43.945,379
2022-08-08 03:43:58.946,376
2022-08-08 03:44:13.946,377
2022-08-08 03:44:28.946,377
2022-08-08 03:44:43.949,378
2022-08-08 03:44:58.948,378
2022-08-08 03:45:13.947,378
2022-08-08 03:45:28.949,378
2022-08-08 03:45:43.948,377
2022-08-08 03:45:58.95,377
2022-08-08 03:46:13.95,376
2022-08-08 03:46:28.951,376
2022-08-08 03:46:43.947,376
2022-08-08 03:46:58.951,377
2022-08-08 03:47:13.951,376
2022-08-08 03:47:28.948,378
2022-08-08 03:47:43.955,379
2022-08-08 03:47:58.955,379
2022-08-08 03:48:13.953,378
2022-08-08 03:48:28.954,378
2022-08-08 03:48:43.952,378
2022-08-08 03:48:58.954,378
2022-08-08 03:49:13.955,379
2022-08-08 03:49:28.955,379
2022-08-08 03:49:43.959,379
2022-08-08 03:49:58.955,377
2022-08-08 03:50:13.952,377
2022-08-08 03:50:28.96,377
2022-08-08 03:50:43.953,377
2022-08-08 03:50:58.961,377
2022-08-08 03:51:13.958,379
2022-08-08 03:51:28.956,378
2022-08-08 03:51:43.958,379
2022-08-08 03:51:58.958,379
2022-08-08 03:52:13.962,378
2022-08-08 03:52:28.959,378
2022-08-08 03:52:43.962,379
2022-08-08 03:52:58.96,379
2022-08-08 03:53:13.96,380
2022-08-08 03:53:28.964,379
2022-08-08 03:53:43.961,379
2022-08-08 03:53:58.962,381
2022-08-08 03:54:13.965,381
2022-08-08 03:54:28.966,382
2022-08-08 03:54:43.963,381
2022-08-08 03:54:58.968,381
2022-08-08 03:55:13.964,380
2022-08-08 03:55:28.968,380
2022-08-08 03:55:43.971,379
2022-08-08 03:55:58.974,381
2022-08-08 03:56:13.973,379
2022-08-08 03:56:28.974,379
2022-08-08 03:56:43.977,379
2022-08-08 03:56:58.979,377
2022-08-08 03:57:13.975,377
2022-08-08 03:57:28.978,378
2022-08-08 03:57:43.977,379
2022-08-08 03:57:58.978,379
2022-08-08 03:58:13.987,378
2022-08-08 03:58:28.984,378
2022-08-08 03:58:43.981,379
2022-08-08 03:58:58.989,379
2022-08-08 03:59:13.986,379
2022-08-08 03:59:28.988,378
2022-08-08 03:59:43.988,379
2022-08-08 03:59:58.986,378
2022-08-08 04:00:13.986,379
2022-08-08 04:00:28.99,378
2022-08-08 04:00:43.99,378
2022-08-08 04:00:58.991,379
2022-08-08 04:01:13.989,379
2022-08-08 04:01:28.99,379
2022-08-08 04:01:43.986,379
2022-08-08 04:01:58.993,378
2022-08-08 04:02:13.987,377
2022-08-08 04:02:28.991,377
2022-08-08 04:02:43.987,377
2022-08-08 04:02:58.991,377
2022-08-08 04:03:13.997,378
2022-08-08 04:03:28.996,378
2022-08-08 04:03:43.998,378
2022-08-08 04:03:58.997,377
2022-08-08 04:04:13.998,378
2022-08-08 04:04:28.999,378
2022-08-08 04:04:43.999,380
2022-08-08 04:04:58.999,379
2022-08-08 04:05:14.001,379
2022-08-08 04:05:29.003,379
2022-08-08 04:05:43.998,380
2022-08-08 04:05:59.001,380
2022-08-08 04:06:14.002,380
2022-08-08 04:06:29.001,380
2022-08-08 04:06:43.997,379
2022-08-08 04:06:59.001,379
2022-08-08 04:07:14.006,379
2022-08-08 04:07:29.005,380
2022-08-08 04:07:44.005,380
2022-08-08 04:07:59.006,380
2022-08-08 04:08:14.006,380
2022-08-08 04:08:29.008,378
2022-08-08 04:08:44.01,378
2022-08-08 04:08:59.01,377
2022-08-08 04:09:14.013,377
2022-08-08 04:09:29.013,378
2022-08-08 04:09:44.014,378
2022-08-08 04:09:59.014,378
2022-08-08 04:10:14.014,377
2022-08-08 04:10:29.015,378
2022-08-08 04:10:44.013,378
2022-08-08 04:10:59.018,380
2022-08-08 04:11:14.016,378
2022-08-08 04:11:29.016,378
2022-08-08 04:11:44.016,380
2022-08-08 04:11:59.02,379
2022-08-08 04:12:14.018,380
2022-08-08 04:12:29.02,382
2022-08-08 04:12:44.021,383
2022-08-08 04:12:59.02,384
2022-08-08 04:13:14.018,384
2022-08-08 04:13:29.023,384
2022-08-08 04:13:44.018,384
2022-08-08 04:13:59.022,384
2022-08-08 04:14:14.021,384
2022-08-08 04:14:29.023,383
2022-08-08 04:14:44.019,383
2022-08-08 04:14:59.023,383
2022-08-08 04:15:14.032,382
2022-08-08 04:15:29.03,383
2022-08-08 04:15:44.03,383
2022-08-08 04:15:59.031,381
2022-08-08 04:16:14.029,381
2022-08-08 04:16:29.033,381
2022-08-08 04:16:44.031,381
2022-08-08 04:16:59.035,382
2022-08-08 04:17:14.032,381
2022-08-08 04:17:29.036,381
2022-08-08 04:17:44.034,381
2022-08-08 04:17:59.037,382
2022-08-08 04:18:14.033,382
2022-08-08 04:18:29.034,382
2022-08-08 04:18:44.031,383
2022-08-08 04:18:59.035,384
2022-08-08 04:19:14.036,384
2022-08-08 04:19:29.037,383
2022-08-08 04:19:44.036,383
2022-08-08 04:19:59.036,383
2022-08-08 04:20:14.041,383
2022-08-08 04:20:29.037,383
2022-08-08 04:20:44.036,382
2022-08-08 04:20:59.037,382
2022-08-08 04:21:14.037,382
2022-08-08 04:21:29.037,382
2022-08-08 04:21:44.038,382
2022-08-08 04:21:59.037,382
2022-08-08 04:22:14.035,382
2022-08-08 04:22:29.038,382
2022-08-08 04:22:44.034,382
2022-08-08 04:22:59.038,382
2022-08-08 04:23:14.036,382
2022-08-08 04:23:29.04,382
2022-08-08 04:23:44.051,382
2022-08-08 04:23:59.049,382
2022-08-08 04:24:14.049,381
2022-08-08 04:24:29.05,382
2022-08-08 04:24:44.05,382
2022-08-08 04:24:59.05,381
2022-08-08 04:25:14.051,383
2022-08-08 04:25:29.056,384
2022-08-08 04:25:44.053,384
2022-08-08 04:25:59.056,384
2022-08-08 04:26:14.055,384
2022-08-08 04:26:29.055,384
2022-08-08 04:26:44.052,383
2022-08-08 04:26:59.056,383
2022-08-08 04:27:14.056,383
2022-08-08 04:27:29.057,383
2022-08-08 04:27:44.057,383
2022-08-08 04:27:59.058,382
2022-08-08 04:28:14.059,383
2022-08-08 04:28:29.058,382
2022-08-08 04:28:44.065,382
2022-08-08 04:28:59.063,382
2022-08-08 04:29:14.067,382
2022-08-08 04:29:29.067,381
2022-08-08 04:29:44.063,382
